src,dst,weight
davidADSP/Generative_Deep_Learning_2nd_Edition,amaiya/ktrain,4
davidADSP/Generative_Deep_Learning_2nd_Edition,OmicsML/dance,4
davidADSP/Generative_Deep_Learning_2nd_Edition,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,4
davidADSP/Generative_Deep_Learning_2nd_Edition,naveed88375/AI-ML,4
davidADSP/Generative_Deep_Learning_2nd_Edition,DiscreetAI/decentralized-ml,4
ali-vilab/TeaCache,thu-ml/DiT-Extrapolation,4
shivammehta25/Matcha-TTS,Aratako/Irodori-TTS,4
Fantasy-Studio/Paint-by-Example,FireRedTeam/FireRed-Image-Edit,4
Fantasy-Studio/Paint-by-Example,cure-lab/MagicDrive,4
Fantasy-Studio/Paint-by-Example,ExponentialML/Text-To-Video-Finetuning,4
Fantasy-Studio/Paint-by-Example,omriav/blended-latent-diffusion,5
Fantasy-Studio/Paint-by-Example,dailenson/One-DM,4
Fantasy-Studio/Paint-by-Example,jaketae/storyteller,4
Fantasy-Studio/Paint-by-Example,aimagelab/multimodal-garment-designer,4
Fantasy-Studio/Paint-by-Example,ziqihuangg/Collaborative-Diffusion,4
Tencent-Hunyuan/HunyuanCustom,SamurAIGPT/AI-Youtube-Shorts-Generator,4
Tencent-Hunyuan/HunyuanCustom,SamurAIGPT/Text-To-Video-AI,4
FireRedTeam/FireRed-Image-Edit,cure-lab/MagicDrive,4
FireRedTeam/FireRed-Image-Edit,omriav/blended-latent-diffusion,4
cure-lab/MagicDrive,omriav/blended-latent-diffusion,4
cure-lab/MagicDrive,jaketae/storyteller,4
nv-tlabs/Difix3D,zubair-irshad/Awesome-Robotics-3D,4
YanWenKun/Hunyuan3D-2-WinPortable,3DTopia/3DTopia-XL,4
YanWenKun/Hunyuan3D-2-WinPortable,caiyuanhao1998/Open-DiffusionGS,4
PRIV-Creation/Awesome-Controllable-T2I-Diffusion-Models,atfortes/Awesome-Controllable-Diffusion,4
omerbt/MultiDiffusion,finegrain-ai/refiners,4
omerbt/MultiDiffusion,omriav/blended-latent-diffusion,4
omerbt/MultiDiffusion,ironjr/semantic-draw,4
omerbt/MultiDiffusion,jaketae/storyteller,4
omerbt/MultiDiffusion,AlaaLab/InstructCV,4
showlab/MotionDirector,thu-ml/Causal-Forcing,4
3DTopia/3DTopia-XL,caiyuanhao1998/Open-DiffusionGS,4
3DTopia/3DTopia-XL,Kobaayyy/Awesome-CVPR2026-CVPR2025-ICCV2025-CVPR2024-ECCV2024-AIGC,4
NVlabs/ODISE,ayoolaolafenwa/PixelLib,4
NVlabs/ODISE,qqlu/Entity,5
NVlabs/ODISE,drprojects/superpoint_transformer,4
NVlabs/ODISE,bowenc0221/panoptic-deeplab,4
NVlabs/ODISE,cheerss/CrossFormer,4
mindspore-lab/mindnlp,om-ai-lab/OmAgent,4
mindspore-lab/mindnlp,explosion/spacy-llm,4
mindspore-lab/mindnlp,ashishpatel26/Treasure-of-Transformers,4
mindspore-lab/mindnlp,mezbaul-h/june,4
SkyworkAI/UniPic,Kobaayyy/Awesome-CVPR2026-CVPR2025-ICCV2025-CVPR2024-ECCV2024-AIGC,4
SkyworkAI/UniPic,ziqihuangg/Collaborative-Diffusion,4
ayaanzhaque/instruct-nerf2nerf,zubair-irshad/Awesome-Robotics-3D,4
PKU-YuanGroup/ConsisID,thu-ml/Causal-Forcing,4
finegrain-ai/refiners,ironjr/semantic-draw,4
finegrain-ai/refiners,jaketae/storyteller,4
finegrain-ai/refiners,atfortes/Awesome-Controllable-Diffusion,6
hustvl/GaussianDreamer,zubair-irshad/Awesome-Robotics-3D,4
zubair-irshad/Awesome-Robotics-3D,zubair-irshad/Awesome-Implicit-NeRF-Robotics,5
zubair-irshad/Awesome-Robotics-3D,andyzeng/visual-pushing-grasping,5
ohayonguy/PMRF,Algolzw/image-restoration-sde,4
deepinv/deepinv,Algolzw/image-restoration-sde,4
deepinv/deepinv,bahjat-kawar/ddrm,4
EnnengYang/Awesome-Model-Merging-Methods-Theories-Applications,mbs0221/Multitask-Learning,5
EnnengYang/Awesome-Model-Merging-Methods-Theories-Applications,EnnengYang/Awesome-Forgetting-in-Deep-Learning,4
EnnengYang/Awesome-Model-Merging-Methods-Theories-Applications,conditionWang/FLNK,4
EnnengYang/Awesome-Model-Merging-Methods-Theories-Applications,tanyuqian/redco,4
Algolzw/image-restoration-sde,bahjat-kawar/ddrm,5
ExponentialML/Text-To-Video-Finetuning,jaketae/storyteller,4
Graylab/DL4Proteins-notebooks,AnshMittal1811/MachineLearning-AI,4
Kobaayyy/Awesome-CVPR2026-CVPR2025-ICCV2025-CVPR2024-ECCV2024-AIGC,ziqihuangg/Collaborative-Diffusion,4
ChenWu98/cycle-diffusion,atfortes/Awesome-Controllable-Diffusion,4
omriav/blended-latent-diffusion,dailenson/One-DM,4
omriav/blended-latent-diffusion,jaketae/storyteller,4
omriav/blended-latent-diffusion,google/break-a-scene,4
omriav/blended-latent-diffusion,diffusion-classifier/diffusion-classifier,4
omriav/blended-latent-diffusion,Capsize-Games/airunner,4
omriav/blended-latent-diffusion,fboulnois/stable-diffusion-docker,4
thu-ml/Causal-Forcing,gracezhao1997/Awesome-Video-World-Models-with-AR-Diffusion,4
thu-ml/Causal-Forcing,SamurAIGPT/Text-To-Video-AI,4
ironjr/semantic-draw,jaketae/storyteller,4
jaketae/storyteller,SamurAIGPT/AI-Youtube-Shorts-Generator,4
jaketae/storyteller,calesthio/OpenMontage,5
jaketae/storyteller,Capsize-Games/airunner,4
jaketae/storyteller,fboulnois/stable-diffusion-docker,4
jaketae/storyteller,SamurAIGPT/Text-To-Video-AI,4
atfortes/Awesome-Controllable-Diffusion,jina-ai/discoart,4
atfortes/Awesome-Controllable-Diffusion,fboulnois/stable-diffusion-docker,5
atfortes/Awesome-Controllable-Diffusion,SkyWorkAIGC/SkyPaint-AI-Diffusion,6
Aratako/Irodori-TTS,guan-yuan/Awesome-Singing-Voice-Synthesis-and-Singing-Voice-Conversion,4
Aratako/Irodori-TTS,abus-aikorea/voice-pro,4
Aratako/Irodori-TTS,coqui-ai/open-speech-corpora,4
diffusion-classifier/diffusion-classifier,azavea/raster-vision,4
diffusion-classifier/diffusion-classifier,UniversalDataTool/universal-data-tool,4
diffusion-classifier/diffusion-classifier,deepVector/geospatial-machine-learning,4
diffusion-classifier/diffusion-classifier,AnshMittal1811/MachineLearning-AI,4
guan-yuan/Awesome-Singing-Voice-Synthesis-and-Singing-Voice-Conversion,abus-aikorea/voice-pro,4
guan-yuan/Awesome-Singing-Voice-Synthesis-and-Singing-Voice-Conversion,ictnlp/StreamSpeech,4
guan-yuan/Awesome-Singing-Voice-Synthesis-and-Singing-Voice-Conversion,double22a/speech_dataset,5
Zhen-Dong/Magic-Me,SamurAIGPT/AI-Youtube-Shorts-Generator,4
Zhen-Dong/Magic-Me,SamurAIGPT/Text-To-Video-AI,4
aimagelab/multimodal-garment-designer,ziqihuangg/Collaborative-Diffusion,4
FlowiseAI/Flowise,The-Pocket/PocketFlow,5
FlowiseAI/Flowise,algorithmicsuperintelligence/optillm,5
FlowiseAI/Flowise,om-ai-lab/OmAgent,4
FlowiseAI/Flowise,ax-llm/ax,5
FlowiseAI/Flowise,starpig1129/DATAGEN,4
FlowiseAI/Flowise,nlkitai/nlux,6
FlowiseAI/Flowise,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,5
FlowiseAI/Flowise,vercel/modelfusion,5
FlowiseAI/Flowise,judahpaul16/gpt-home,4
The-Pocket/PocketFlow,algorithmicsuperintelligence/optillm,5
yzhao062/anomaly-detection-resources,snwfdhmp/awesome-gpt-prompt-engineering,4
yzhao062/anomaly-detection-resources,safe-graph/graph-fraud-detection-papers,7
yzhao062/anomaly-detection-resources,pygod-team/pygod,5
yzhao062/anomaly-detection-resources,safe-graph/DGFraud,5
yzhao062/anomaly-detection-resources,ChandlerBang/awesome-graph-attack-papers,4
yzhao062/anomaly-detection-resources,yueliu1999/HSAN,4
nebuly-ai/optimate,starpig1129/DATAGEN,4
nebuly-ai/optimate,diStyApps/seait,4
WangRongsheng/awesome-LLM-resources,NVIDIA/GenerativeAIExamples,4
WangRongsheng/awesome-LLM-resources,om-ai-lab/OmAgent,5
WangRongsheng/awesome-LLM-resources,ax-llm/ax,4
WangRongsheng/awesome-LLM-resources,darrenburns/elia,4
WangRongsheng/awesome-LLM-resources,snwfdhmp/awesome-gpt-prompt-engineering,4
WangRongsheng/awesome-LLM-resources,explosion/spacy-llm,4
WangRongsheng/awesome-LLM-resources,jxzhangjhu/Awesome-LLM-RAG,4
WangRongsheng/awesome-LLM-resources,GradientHQ/parallax,4
WangRongsheng/awesome-LLM-resources,snowby666/poe-api-wrapper,4
SciPhi-AI/R2R,swirlai/swirl-search,5
datajuicer/data-juicer,NExT-GPT/NExT-GPT,4
datajuicer/data-juicer,refuel-ai/autolabel,4
datajuicer/data-juicer,starpig1129/DATAGEN,4
datajuicer/data-juicer,NVIDIA-NeMo/Curator,4
princeton-nlp/tree-of-thought-llm,OpenDriveLab/DriveLM,4
BrainBlend-AI/atomic-agents,starpig1129/DATAGEN,4
Helicone/helicone,algorithmicsuperintelligence/optillm,4
Helicone/helicone,ianarawjo/ChainForge,4
Helicone/helicone,om-ai-lab/OmAgent,4
Helicone/helicone,refuel-ai/autolabel,4
Helicone/helicone,AgentOps-AI/tokencost,4
Helicone/helicone,snwfdhmp/awesome-gpt-prompt-engineering,5
Helicone/helicone,explosion/spacy-llm,4
Helicone/helicone,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,4
billmei/every-chatgpt-gui,ax-llm/ax,5
billmei/every-chatgpt-gui,snwfdhmp/awesome-gpt-prompt-engineering,5
billmei/every-chatgpt-gui,explosion/spacy-llm,6
billmei/every-chatgpt-gui,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,4
billmei/every-chatgpt-gui,anse-app/anse,4
billmei/every-chatgpt-gui,snowby666/poe-api-wrapper,4
NVIDIA/GenerativeAIExamples,jxzhangjhu/Awesome-LLM-RAG,4
NExT-GPT/NExT-GPT,X-PLUG/mPLUG-Owl,4
NExT-GPT/NExT-GPT,snwfdhmp/awesome-gpt-prompt-engineering,4
algorithmicsuperintelligence/optillm,om-ai-lab/OmAgent,4
algorithmicsuperintelligence/optillm,snwfdhmp/awesome-gpt-prompt-engineering,4
algorithmicsuperintelligence/optillm,explosion/spacy-llm,4
algorithmicsuperintelligence/optillm,OpenDriveLab/DriveLM,4
hegelai/prompttools,refuel-ai/autolabel,4
hegelai/prompttools,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,4
hegelai/prompttools,lightly-ai/lightly-train,4
swirlai/swirl-search,om-ai-lab/OmAgent,4
microsoftarchive/promptbench,snwfdhmp/awesome-gpt-prompt-engineering,4
spcl/graph-of-thoughts,OpenDriveLab/DriveLM,5
om-ai-lab/OmAgent,ax-llm/ax,5
om-ai-lab/OmAgent,X-PLUG/mPLUG-Owl,6
om-ai-lab/OmAgent,darrenburns/elia,5
om-ai-lab/OmAgent,datawhalechina/handy-ollama,4
om-ai-lab/OmAgent,refuel-ai/autolabel,4
om-ai-lab/OmAgent,Xnhyacinth/Awesome-LLM-Long-Context-Modeling,4
om-ai-lab/OmAgent,starpig1129/DATAGEN,4
om-ai-lab/OmAgent,snwfdhmp/awesome-gpt-prompt-engineering,4
om-ai-lab/OmAgent,emcf/thepipe,4
om-ai-lab/OmAgent,explosion/spacy-llm,4
om-ai-lab/OmAgent,nlkitai/nlux,4
om-ai-lab/OmAgent,GradientHQ/parallax,5
om-ai-lab/OmAgent,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,4
om-ai-lab/OmAgent,xianshang33/llm-paper-daily,4
om-ai-lab/OmAgent,snowby666/poe-api-wrapper,5
om-ai-lab/OmAgent,mezbaul-h/june,4
ax-llm/ax,darrenburns/elia,5
ax-llm/ax,datawhalechina/handy-ollama,4
ax-llm/ax,refuel-ai/autolabel,4
ax-llm/ax,AgentOps-AI/tokencost,4
ax-llm/ax,snwfdhmp/awesome-gpt-prompt-engineering,4
ax-llm/ax,explosion/spacy-llm,7
ax-llm/ax,nlkitai/nlux,4
ax-llm/ax,xxxily/hello-ai,4
ax-llm/ax,vercel/modelfusion,7
ax-llm/ax,snowby666/poe-api-wrapper,4
ax-llm/ax,if-ai/ComfyUI-IF_AI_tools,4
ax-llm/ax,sherlockchou86/VideoPipe,4
ax-llm/ax,judahpaul16/gpt-home,5
X-PLUG/mPLUG-Owl,darrenburns/elia,4
X-PLUG/mPLUG-Owl,nlkitai/nlux,4
X-PLUG/mPLUG-Owl,GradientHQ/parallax,5
darrenburns/elia,AI-Hypercomputer/maxtext,6
darrenburns/elia,ymcui/Chinese-LLaMA-Alpaca-3,4
darrenburns/elia,starpig1129/DATAGEN,4
darrenburns/elia,snwfdhmp/awesome-gpt-prompt-engineering,4
darrenburns/elia,explosion/spacy-llm,4
darrenburns/elia,GradientHQ/parallax,4
darrenburns/elia,mylxsw/aidea-server,4
darrenburns/elia,vercel/modelfusion,5
darrenburns/elia,snowby666/poe-api-wrapper,5
darrenburns/elia,mezbaul-h/june,4
darrenburns/elia,apeatling/ollama-voice-mac,4
datawhalechina/handy-ollama,Xnhyacinth/Awesome-LLM-Long-Context-Modeling,4
datawhalechina/handy-ollama,starpig1129/DATAGEN,4
datawhalechina/handy-ollama,xianshang33/llm-paper-daily,4
hesamsheikh/ml-retreat,refuel-ai/autolabel,4
refuel-ai/autolabel,starpig1129/DATAGEN,5
refuel-ai/autolabel,snwfdhmp/awesome-gpt-prompt-engineering,4
refuel-ai/autolabel,explosion/spacy-llm,5
refuel-ai/autolabel,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,5
refuel-ai/autolabel,judahpaul16/gpt-home,4
adithya-s-k/AI-Engineering.academy,NVIDIA-NeMo/Curator,4
zjukg/KG-LLM-Papers,Xnhyacinth/Awesome-LLM-Long-Context-Modeling,4
zjukg/KG-LLM-Papers,snwfdhmp/awesome-gpt-prompt-engineering,5
Xnhyacinth/Awesome-LLM-Long-Context-Modeling,MLGroupJLU/LLM-eval-survey,4
Xnhyacinth/Awesome-LLM-Long-Context-Modeling,taichengguo/LLM_MultiAgents_Survey_Papers,4
Xnhyacinth/Awesome-LLM-Long-Context-Modeling,xianshang33/llm-paper-daily,4
Xnhyacinth/Awesome-LLM-Long-Context-Modeling,safe-graph/graph-fraud-detection-papers,5
ymcui/Chinese-LLaMA-Alpaca-3,explosion/spacy-llm,4
AgentOps-AI/tokencost,explosion/spacy-llm,4
starpig1129/DATAGEN,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,4
starpig1129/DATAGEN,diStyApps/seait,4
starpig1129/DATAGEN,georgia-tech-db/evadb,5
starpig1129/DATAGEN,mezbaul-h/june,4
starpig1129/DATAGEN,judahpaul16/gpt-home,5
snwfdhmp/awesome-gpt-prompt-engineering,explosion/spacy-llm,6
snwfdhmp/awesome-gpt-prompt-engineering,nlkitai/nlux,4
snwfdhmp/awesome-gpt-prompt-engineering,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,5
snwfdhmp/awesome-gpt-prompt-engineering,swyxio/ai-notes,4
snwfdhmp/awesome-gpt-prompt-engineering,anse-app/anse,5
bytedance/SALMONN,YuanGongND/ltu,4
explosion/spacy-llm,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,4
explosion/spacy-llm,vercel/modelfusion,4
explosion/spacy-llm,snowby666/poe-api-wrapper,4
nlkitai/nlux,curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,4
nlkitai/nlux,vercel/modelfusion,6
nlkitai/nlux,mezbaul-h/june,4
GradientHQ/parallax,jd-opensource/xllm,4
GradientHQ/parallax,snowby666/poe-api-wrapper,4
GradientHQ/parallax,coderonion/awesome-yolo-object-detection,4
GradientHQ/parallax,mezbaul-h/june,4
curiousily/Get-Things-Done-with-Prompt-Engineering-and-LangChain,snowby666/poe-api-wrapper,4
invoke-ai/InvokeAI,leejet/stable-diffusion.cpp,5
invoke-ai/InvokeAI,JoePenna/Dreambooth-Stable-Diffusion,6
invoke-ai/InvokeAI,Stability-AI/stability-sdk,4
invoke-ai/InvokeAI,pydn/ComfyUI-to-Python-Extension,4
invoke-ai/InvokeAI,xororz/local-dream,4
invoke-ai/InvokeAI,carefree0910/carefree-creator,4
invoke-ai/InvokeAI,receyuki/stable-diffusion-prompt-reader,4
invoke-ai/InvokeAI,Uminosachi/sd-webui-inpaint-anything,7
invoke-ai/InvokeAI,VoltaML/voltaML-fast-stable-diffusion,5
invoke-ai/InvokeAI,ThereforeGames/unprompted,4
invoke-ai/InvokeAI,painebenjamin/app.enfugue.ai,5
invoke-ai/InvokeAI,fboulnois/stable-diffusion-docker,4
invoke-ai/InvokeAI,SkyWorkAIGC/SkyPaint-AI-Diffusion,4
LykosAI/StabilityMatrix,AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,4
LykosAI/StabilityMatrix,mcmonkeyprojects/SwarmUI,4
LykosAI/StabilityMatrix,diStyApps/seait,4
LykosAI/StabilityMatrix,v8hid/infinite-zoom-automatic1111-webui,4
TheLastBen/fast-stable-diffusion,11cafe/jaaz,4
TheLastBen/fast-stable-diffusion,AIDC-AI/ComfyUI-Copilot,4
TheLastBen/fast-stable-diffusion,Suzie1/ComfyUI_Comfyroll_CustomNodes,4
TheLastBen/fast-stable-diffusion,ai-dock/comfyui,4
TheLastBen/fast-stable-diffusion,runpod-workers/worker-comfyui,4
MochiDiffusion/MochiDiffusion,soniqo/speech-swift,5
AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,Capsize-Games/airunner,4
AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,isekaidev/stable.art,7
AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,diStyApps/seait,4
AbdullahAlfaraj/Auto-Photoshop-StableDiffusion-Plugin,v8hid/infinite-zoom-automatic1111-webui,4
ChatAnyTeam/ChatAny,vual/ChatGPT-Next-Web-Pro,4
swyxio/ai-notes,vercel/modelfusion,4
11cafe/jaaz,AIDC-AI/ComfyUI-Copilot,5
11cafe/jaaz,calesthio/OpenMontage,4
leejet/stable-diffusion.cpp,philz1337x/clarity-upscaler,4
leejet/stable-diffusion.cpp,calesthio/OpenMontage,4
leejet/stable-diffusion.cpp,JoePenna/Dreambooth-Stable-Diffusion,6
leejet/stable-diffusion.cpp,varunshenoy/opendream,4
leejet/stable-diffusion.cpp,Uminosachi/sd-webui-inpaint-anything,6
leejet/stable-diffusion.cpp,EdVince/Stable-Diffusion-NCNN,4
leejet/stable-diffusion.cpp,ThereforeGames/unprompted,4
leejet/stable-diffusion.cpp,SkyWorkAIGC/SkyPaint-AI-Diffusion,4
phodal/understand-prompt,xxxily/hello-ai,4
AIDC-AI/ComfyUI-Copilot,calesthio/OpenMontage,5
AIDC-AI/ComfyUI-Copilot,if-ai/ComfyUI-IF_AI_tools,4
philz1337x/clarity-upscaler,Uminosachi/sd-webui-inpaint-anything,4
philz1337x/clarity-upscaler,v8hid/infinite-zoom-automatic1111-webui,4
nateraw/stable-diffusion-videos,Uminosachi/sd-webui-inpaint-anything,4
xlite-dev/lite.ai.toolkit,EdVince/Stable-Diffusion-NCNN,6
xlite-dev/lite.ai.toolkit,open-mmlab/mmyolo,4
xlite-dev/lite.ai.toolkit,roboflow/inference,4
mcmonkeyprojects/SwarmUI,calesthio/OpenMontage,4
mcmonkeyprojects/SwarmUI,JoePenna/Dreambooth-Stable-Diffusion,4
mcmonkeyprojects/SwarmUI,receyuki/stable-diffusion-prompt-reader,4
mcmonkeyprojects/SwarmUI,Capsize-Games/airunner,4
mcmonkeyprojects/SwarmUI,photonixapp/photonix,4
mcmonkeyprojects/SwarmUI,leondavi/NErlNet,4
jina-ai/discoart,Stability-AI/stability-sdk,4
jina-ai/discoart,Uminosachi/sd-webui-inpaint-anything,4
jina-ai/discoart,fboulnois/stable-diffusion-docker,5
jina-ai/discoart,SkyWorkAIGC/SkyPaint-AI-Diffusion,5
SamurAIGPT/AI-Youtube-Shorts-Generator,omerbt/TokenFlow,4
SamurAIGPT/AI-Youtube-Shorts-Generator,SamurAIGPT/Text-To-Video-AI,12
calesthio/OpenMontage,receyuki/stable-diffusion-prompt-reader,4
calesthio/OpenMontage,vercel/modelfusion,4
calesthio/OpenMontage,Capsize-Games/airunner,5
calesthio/OpenMontage,snowby666/poe-api-wrapper,4
calesthio/OpenMontage,gia-guar/JARVIS-ChatGPT,4
JoePenna/Dreambooth-Stable-Diffusion,Uminosachi/sd-webui-inpaint-anything,4
JoePenna/Dreambooth-Stable-Diffusion,SkyWorkAIGC/SkyPaint-AI-Diffusion,4
Stability-AI/stability-sdk,Uminosachi/sd-webui-inpaint-anything,4
pydn/ComfyUI-to-Python-Extension,Uminosachi/sd-webui-inpaint-anything,4
pydn/ComfyUI-to-Python-Extension,VoltaML/voltaML-fast-stable-diffusion,4
pydn/ComfyUI-to-Python-Extension,fboulnois/stable-diffusion-docker,4
vitoplantamura/OnnxStream,microsoft/ai-dev-gallery,4
anse-app/anse,xxxily/hello-ai,4
anse-app/anse,vercel/modelfusion,4
anse-app/anse,snowby666/poe-api-wrapper,5
win4r/AISuperDomain,xxxily/hello-ai,4
win4r/AISuperDomain,snowby666/poe-api-wrapper,5
carefree0910/carefree-creator,fboulnois/stable-diffusion-docker,4
carefree0910/carefree-creator,SkyWorkAIGC/SkyPaint-AI-Diffusion,4
omerbt/TokenFlow,SamurAIGPT/Text-To-Video-AI,4
Hedlen/awesome-segment-anything,Uminosachi/sd-webui-inpaint-anything,5
microsoft/ai-dev-gallery,vercel/modelfusion,4
microsoft/ai-dev-gallery,RupertAvery/DiffusionToolkit,4
tenstorrent/tt-metal,coderonion/awesome-yolo-object-detection,4
xxxily/hello-ai,snowby666/poe-api-wrapper,5
receyuki/stable-diffusion-prompt-reader,Capsize-Games/airunner,4
receyuki/stable-diffusion-prompt-reader,painebenjamin/app.enfugue.ai,4
vercel/modelfusion,Capsize-Games/airunner,4
vercel/modelfusion,snowby666/poe-api-wrapper,6
vercel/modelfusion,diStyApps/seait,4
vercel/modelfusion,if-ai/ComfyUI-IF_AI_tools,4
vercel/modelfusion,sherlockchou86/VideoPipe,4
vercel/modelfusion,mezbaul-h/june,5
vercel/modelfusion,judahpaul16/gpt-home,4
vercel/modelfusion,apeatling/ollama-voice-mac,6
Capsize-Games/airunner,isekaidev/stable.art,4
Capsize-Games/airunner,snowby666/poe-api-wrapper,4
Capsize-Games/airunner,ThereforeGames/unprompted,4
Capsize-Games/airunner,leon-ai/leon,6
Capsize-Games/airunner,mezbaul-h/june,5
Capsize-Games/airunner,toverainc/willow-inference-server,4
Uminosachi/sd-webui-inpaint-anything,ThereforeGames/unprompted,4
Uminosachi/sd-webui-inpaint-anything,fboulnois/stable-diffusion-docker,6
Uminosachi/sd-webui-inpaint-anything,SkyWorkAIGC/SkyPaint-AI-Diffusion,4
Suzie1/ComfyUI_Comfyroll_CustomNodes,SeargeDP/SeargeSDXL,4
ShiftHackZ/Stable-Diffusion-Android,diStyApps/seait,4
ShiftHackZ/Stable-Diffusion-Android,v8hid/infinite-zoom-automatic1111-webui,4
isekaidev/stable.art,v8hid/infinite-zoom-automatic1111-webui,4
snowby666/poe-api-wrapper,if-ai/ComfyUI-IF_AI_tools,4
ai-dock/comfyui,runpod-workers/worker-comfyui,6
VoltaML/voltaML-fast-stable-diffusion,ThereforeGames/unprompted,4
VoltaML/voltaML-fast-stable-diffusion,painebenjamin/app.enfugue.ai,4
VoltaML/voltaML-fast-stable-diffusion,SkyWorkAIGC/SkyPaint-AI-Diffusion,4
journey-ad/sd-webui-bilingual-localization,v8hid/infinite-zoom-automatic1111-webui,4
Tencent/LightDiffusionFlow,SpenserCai/sd-webui-deoldify,4
Tencent/LightDiffusionFlow,v8hid/infinite-zoom-automatic1111-webui,4
fboulnois/stable-diffusion-docker,SkyWorkAIGC/SkyPaint-AI-Diffusion,6
diStyApps/seait,v8hid/infinite-zoom-automatic1111-webui,4
PaddlePaddle/PaddleMIX,SkyWorkAIGC/SkyPaint-AI-Diffusion,4
SpenserCai/sd-webui-deoldify,v8hid/infinite-zoom-automatic1111-webui,4
MadryLab/photoguard,ChandlerBang/awesome-graph-attack-papers,4
microsoft/Swin-Transformer,NVlabs/FasterViT,4
microsoft/Swin-Transformer,JDAI-CV/CoTNet,6
microsoft/Swin-Transformer,NVlabs/FAN,4
microsoft/Swin-Transformer,NVlabs/GCVit,4
microsoft/Swin-Transformer,ViTAE-Transformer/ViTAE-Transformer,5
PaddlePaddle/PaddleDetection,open-mmlab/mmyolo,4
OlafenwaMoses/ImageAI,curiousily/Deep-Learning-For-Hackers,4
rafaelpadilla/Object-Detection-Metrics,rafaelpadilla/review_object_detection_metrics,7
microsoft/VoTT,HumanSignal/awesome-data-labeling,4
microsoft/VoTT,UniversalDataTool/universal-data-tool,4
aim-uofa/AdelaiDet,WXinlong/SOLO,4
aim-uofa/AdelaiDet,qqlu/Entity,4
open-mmlab/mmyolo,tinyvision/DAMO-YOLO,5
open-mmlab/mmyolo,shouxieai/tensorRT_Pro,5
open-mmlab/mmyolo,PeterH0323/Smart_Construction,4
open-mmlab/mmyolo,WongKinYiu/ScaledYOLOv4,4
open-mmlab/mmyolo,marcoslucianops/DeepStream-Yolo,5
open-mmlab/mmyolo,laugh12321/TensorRT-YOLO,5
open-mmlab/mmyolo,coderonion/awesome-yolo-object-detection,4
open-mmlab/mmyolo,lightly-ai/lightly-train,4
open-mmlab/mmyolo,kadirnar/segment-anything-video,5
open-mmlab/mmyolo,lannguyen0910/food-recognition,5
open-mmlab/mmyolo,koba-jon/pytorch_cpp,4
open-mmlab/mmyolo,CyprienQuemeneur/fedpylot,4
ayooshkathuria/pytorch-yolo-v3,WongKinYiu/ScaledYOLOv4,4
tinyvision/DAMO-YOLO,shouxieai/tensorRT_Pro,5
tinyvision/DAMO-YOLO,PeterH0323/Smart_Construction,4
tinyvision/DAMO-YOLO,jolibrain/deepdetect,4
tinyvision/DAMO-YOLO,roboflow/inference,4
tinyvision/DAMO-YOLO,WongKinYiu/ScaledYOLOv4,4
tinyvision/DAMO-YOLO,marcoslucianops/DeepStream-Yolo,4
tinyvision/DAMO-YOLO,laugh12321/TensorRT-YOLO,4
tinyvision/DAMO-YOLO,coderonion/awesome-yolo-object-detection,4
tinyvision/DAMO-YOLO,lightly-ai/lightly-train,4
tinyvision/DAMO-YOLO,lannguyen0910/food-recognition,4
tinyvision/DAMO-YOLO,koba-jon/pytorch_cpp,4
mit-han-lab/bevfusion,isl-org/Open3D-ML,5
shouxieai/tensorRT_Pro,jolibrain/deepdetect,4
shouxieai/tensorRT_Pro,lannguyen0910/food-recognition,4
sherlockchou86/VideoPipe,jolibrain/deepdetect,4
sherlockchou86/VideoPipe,ailia-ai/ailia-models,6
sherlockchou86/VideoPipe,extreme-assistant/ICCV2023-Paper-Code-Interpretation,4
sherlockchou86/VideoPipe,amusi/ECCV2024-Papers-with-Code,4
sherlockchou86/VideoPipe,BloodAxe/pytorch-toolbelt,4
sherlockchou86/VideoPipe,balavenkatesh3322/CV-pretrained-model,4
sherlockchou86/VideoPipe,open-edge-platform/training_extensions,4
sherlockchou86/VideoPipe,GeekAlexis/FastMOT,4
sherlockchou86/VideoPipe,gbstack/CVPR-2022-papers,4
hooram/ownphotos,photonixapp/photonix,6
PeterH0323/Smart_Construction,cmdbug/YOLOv5_NCNN,4
PeterH0323/Smart_Construction,lightly-ai/lightly-train,4
jolibrain/deepdetect,ailia-ai/ailia-models,4
