repo_idx,nombre,stars,weighted_degree,pagerank,betweenness
586,autodistill/autodistill,2675,450,0.0016667539057667585,0.00038335439843048276
779,GokuMohandas/mlops-course,3350,581,0.0016628557484761309,0.001966915095201561
416,huggingface/knockknock,2828,553,0.0016622865798727967,0.0012440876541660124
366,Moataz-Elmesmary/Data-Science-Roadmap,4240,565,0.0016365255180908732,0.0015203195401145891
2368,ashishpatel26/Treasure-of-Transformers,1139,328,0.001628450954072228,8.026576616271594e-05
2108,open-edge-platform/training_extensions,1226,463,0.0016248731460232252,0.0006684321520931223
295,botpress/botpress,14656,407,0.0016186057400815088,0.0007162014209212946
583,SharpAI/DeepCamera,2713,484,0.0016134841351017255,0.004577447662614395
668,easy-tensorflow/easy-tensorflow,2851,542,0.0015986208841153114,0.0020457732305266445
1220,alephpi/Texo,808,488,0.001597471584947929,0.0022858920274228746
1260,asgeirtj/system_prompts_leaks,39239,396,0.0015870892680904761,0.0004145243359256389
351,yanshengjia/ml-road,4737,510,0.0015863923772530969,0.0036246864670134295
2099,ahmetozlu/tensorflow_object_counting_api,1332,484,0.001575003811117395,0.002525622214913014
1344,Tencent/WeKnora,14094,398,0.0015679873173861127,0.00027097951874017204
1513,hollobit/GenAI_LLM_timeline,952,381,0.0015598807368571806,0.0003868006089013754
2370,lhotse-speech/lhotse,1127,431,0.0015583610015509923,0.0009190201454345021
352,trigaten/Learn_Prompting,4691,339,0.001544743009133864,0.001507679823996973
1364,e2b-dev/E2B,11989,392,0.001520442862098587,0.0003605109246458577
195,chiphuyen/stanford-tensorflow-tutorials,10382,512,0.0015109929451537535,0.0015586067204235573
325,SkalskiP/courses,6438,441,0.0015109252037515165,0.0010361857749801612
1173,PrunaAI/pruna,1167,451,0.0015093832223817827,0.0028338074805996567
1307,NirDiamant/GenAI_Agents,21670,402,0.0015080217461115324,0.0006101294461992226
2200,deepVector/geospatial-machine-learning,698,426,0.001507594280565528,0.0011507179054071148
1009,deepjavalibrary/djl,4806,500,0.0015024531878198217,0.0018668428129607055
465,CVHub520/X-AnyLabeling,8945,388,0.0015021769932834763,0.0007832144550232261
280,vwxyzjn/cleanrl,9664,428,0.0014973303725598695,0.0002536013105721941
1544,rnchg/APT,773,431,0.0014947267061401473,0.006732321262544503
949,NVIDIA/DALI,5683,482,0.0014864187645843938,0.0014409524211299212
576,louisfb01/best_AI_papers_2021,2908,471,0.0014785641145932825,0.0018966676535228735
587,MLNLP-World/Top-AI-Conferences-Paper-with-Code,2653,482,0.0014669897908698441,0.002666645787023772
2164,The-AI-Summer/Deep-Learning-In-Production,1255,490,0.0014594914308181486,0.002131728114043281
2075,BloodAxe/pytorch-toolbelt,1572,462,0.0014476823170549583,0.00212587867638656
493,dmlc/gluon-cv,5923,415,0.0014422523335817087,0.001050409533395918
1784,ax-llm/ax,2614,375,0.001434666140310474,0.0003632177436783586
1388,Netflix/metaflow,10067,366,0.0014331770473973134,0.0022238012585016104
327,dragen1860/TensorFlow-2.x-Tutorials,6367,482,0.0014259558560045986,0.002331753535969316
645,microsoft/tensorwatch,3468,473,0.0014198390465310683,0.0016387834862290219
268,bigscience-workshop/petals,10102,385,0.0014089201894120899,0.004110583706302233
2034,tryolabs/luminoth,2404,478,0.00140465565022585,0.002482659396880278
1058,determined-ai/determined,3225,458,0.0013953270186344178,0.0009265410277933516
703,mrsaeeddev/free-ai-resources,1829,430,0.0013897600581464311,0.0010769063433519234
709,meta-pytorch/tnt,1719,455,0.0013811006649904697,0.0008723949099621146
944,timeseriesAI/tsai,6045,413,0.0013745568411152127,0.0008827928967561705
844,neomatrix369/awesome-ai-ml-dl,1663,438,0.001374488126584014,0.0012372645524909858
512,astorfi/TensorFlow-World,4500,483,0.0013721494875460157,0.0020072097291827145
85,recommenders-team/recommenders,21663,474,0.0013709309590721796,0.001899572391505487
504,idealo/image-super-resolution,4815,411,0.0013700433143279554,0.0008708527033860304
836,Andrew-Jang/RAGHub,1716,349,0.0013669785662734693,0.0018172740640513207
1378,bytebot-ai/bytebot,10972,354,0.0013551808235373435,0.0001879482919394195
1833,explosion/spacy-llm,1383,335,0.001353807488847815,0.0014396753306990665
678,lgsvl/simulator,2441,391,0.0013533805680723534,0.0007688518272174492
316,deeppavlov/DeepPavlov,6977,398,0.0013442493998996746,0.0016208882419708186
2273,lannguyen0910/food-recognition,371,313,0.0013361362553527645,5.9849968545826876e-05
2215,gmalivenko/awesome-computer-vision-models,541,349,0.0013342575625968397,0.0003868357480689326
2533,benedekrozemberczki/GraphWaveletNeuralNetwork,606,357,0.0013182760860909865,0.000434100836552946
167,kmario23/deep-learning-drizzle,12806,359,0.0013157678065510816,0.0006136302771794472
825,nlpodyssey/spago,1850,394,0.0013099608471888872,0.0008204680969542543
942,aimhubio/aim,6105,395,0.0013097302734703608,0.0008297615204495471
1540,stacklok/codegate,785,337,0.0013076534597498692,0.0002918374463068006
2106,chonyy/AI-basketball-analysis,1247,390,0.001300259453922687,0.001040814910141609
771,microsoft/FLAML,4340,454,0.0012975129002530568,0.0006630139272049607
855,microsoft/Semi-supervised-learning,1571,387,0.0012902406809730327,0.0009928498199809907
1789,darrenburns/elia,2447,330,0.0012893464080953345,0.0003128787690908368
968,awslabs/gluonts,5177,403,0.001283011776862407,0.0007384221958315719
579,Charmve/computer-vision-in-action,2846,396,0.001281147591959505,0.001525799066840932
1438,alvinreal/awesome-opensource-ai,3320,318,0.0012747228259083333,0.0004544696645060794
1262,QuivrHQ/quivr,39120,326,0.0012690499946703803,0.00010795835219519334
487,lance-format/lance,6366,438,0.0012602547097776014,0.0009472388372228361
1368,langchain4j/langchain4j,11814,322,0.0012560558510822395,0.00025636504271033016
2285,manideep2510/eye-in-the-sky,319,376,0.001252905644954699,0.0011996023742597522
1431,JetBrains/koog,4137,333,0.0012523601819109365,0.00028566922970700494
67,ageron/handson-ml,25654,430,0.0012384050935146454,0.0007508132962486024
667,tirthajyoti/Papers-Literature-ML-DL-RL-AI,2881,369,0.0012345431505024864,0.00044345915442382886
1156,cdpierse/transformers-interpret,1412,397,0.0012272553118176089,0.0011206344594595402
795,deeplearningturkiye/turkce-yapay-zeka-kaynaklari,2418,409,0.0012216276534724407,0.0005899032478076548
24,microsoft/AI-For-Beginners,47075,370,0.0012161413278400633,0.0014618996935912495
1495,bricks-cloud/BricksLLM,1191,310,0.0012094082813807496,0.00023217194989470636
290,NirDiamant/RAG_Techniques,27054,327,0.001198729340184847,0.0003271475028354251
2601,LukasZahradnik/PyNeuraLogic,307,320,0.0011977884896970858,0.00016016103493243946
540,ZhaoJ9014/face.evoLVe,3589,339,0.0011970372019469281,0.0009622629373702
114,Mikoto10032/DeepLearning,17431,348,0.0011810170009579886,0.00039260990644523607
1230,Significant-Gravitas/AutoGPT,183889,318,0.0011684947649805253,0.00043290991009999844
194,lexfridman/mit-deep-learning,10438,375,0.001164692190043133,0.0007090385650400431
168,jacobgil/pytorch-grad-cam,12787,342,0.0011605388685836354,0.0005589269128428326
986,tensorflow/serving,6350,387,0.0011422998323391378,0.0006471680453900828
2356,alexsosn/iOS_ML,1430,360,0.0011386713888434077,0.0011131032899103744
127,lukas-blecher/LaTeX-OCR,16351,329,0.0011351100404548681,0.00026142238564431355
0,tensorflow/tensorflow,194936,385,0.0011317421234451916,0.0006471680453900828
982,rasbt/python-machine-learning-book-2nd-edition,7203,402,0.001129454741665822,0.000519695825302335
2805,CyberDataLab/nebula,77,329,0.0011239109419526139,0.000508939346610696
603,lazyprogrammer/machine_learning_examples,8869,384,0.001112242039473895,0.0006156207872570135
491,paperswithcode/ai-deadlines,5992,311,0.0011063174251183517,0.0005140084431070289
142,horovod/horovod,14691,357,0.0010956653850808114,0.00032443155102323813
711,YunYang1994/TensorFlow2.0-Examples,1703,315,0.0010872881581312636,0.0008701487682660725
82,MLEveryday/100-Days-Of-ML-Code,22242,359,0.0010673837490954153,0.0006133216722305867
1605,davidADSP/Generative_Deep_Learning_2nd_Edition,1489,376,0.0010634198498132004,0.0009801443712200528
326,haifengl/smile,6367,330,0.0010309094035563817,0.0009744967629807137
796,asyml/texar,2391,327,0.0010121206888671183,0.0006026670711973053
159,Data-Centric-AI-Community/fg-data-profiling,13531,340,0.0010065076246672973,0.0002137138011887979
9,d2l-ai/d2l-zh,77523,331,0.0009862329804962004,0.0005818109551993242
94,microsoft/onnxruntime,20387,317,0.0009732985370191231,0.00042766031196139255
981,greyhatguy007/Machine-Learning-Specialization-Coursera,7341,334,0.0009712608397767475,0.00032018186356140294
